post_id,timestamp,post_text,escalation_intent,escalation_reasoning,de_escalation_intent,de_escalation_reasoning,fabrication_risk,fabrication_reasoning,market_mover_probability,market_mover_reasoning,timing_suspicion,timing_suspicion_reasoning
37312,2026-03-15 22:45:00,"The decision that mattered most to me was TARIFFS! The Court knew where I stood, how badly I wanted this Victory for our Country, and instead decided to, potentially, give away Trillions of Dollars to Countries and Companies who have been taking advantage of the United States for decades. Our Supreme Court has made these Countries very happy but, as the Court pointed out, I have the absolute right to charge TARIFFS in another form, and have already started to do so. The Hundreds of Billions of D",65,"While the post does not explicitly threaten military action, it signals an aggressive stance on trade policy by promising the continued and potentially increased use of tariffs against 'adversaries' and countries he claims have taken advantage of the U.S.",0,"The tone of the post is confrontational, framing international trade relations in zero-sum, adversarial terms and expressing dissatisfaction with judicial limitations on his power to impose tariffs.",20,"The post reflects the President's personal interpretation of a Supreme Court ruling and his subsequent policy actions; while the underlying legal context (the Supreme Court's IEEPA ruling) is factual, the claims about the impacts and the legitimacy of his alternative tariff plans are subjective political rhetoric.",85,"Tariff policy directly impacts global trade, supply chains, and inflation expectations; rhetoric from the President regarding aggressive new tariff implementation is highly likely to affect market sentiment and asset prices.",70,"The post was made on a Sunday evening (22:45:00), a common time for political messaging intended to set the news cycle or influence market opening behavior at the start of the trading week."
37312,2026-03-15 22:45:00,"The decision that mattered most to me was TARIFFS! The Court knew where I stood, how badly I wanted this Victory for our Country, and instead decided to, potentially, give away Trillions of Dollars to Countries and Companies who have been taking advantage of the United States for decades. Our Supreme Court has made these Countries very happy but, as the Court pointed out, I have the absolute right to charge TARIFFS in another form, and have already started to do so. The Hundreds of Billions of D",20,"The post focuses on trade policy and domestic legal disputes regarding tariffs, rather than threatening Iran specifically. While it mentions 'adversaries' generally, there is no direct call for military action or new sanctions against Iran in this text.",0,"The post is combative, expressing defiance against a Supreme Court ruling and reiterating a commitment to imposing tariffs, which is contrary to de-escalation.",20,"The post is a political commentary on a factual Supreme Court decision (Learning Resources, Inc. v. Trump) that occurred in February 2026. While the post accurately reflects the existence of the case and his frustration, his interpretation of the legal implications and the motivations of the Court are subjective political claims.",60,"As a statement from a sitting President regarding trade policy and the imposition of 'tariffs in another form,' this post could influence market sentiment regarding trade relations, import costs, and broader economic policy, which are relevant to energy and commodity traders.",80,"The post was made on a Sunday evening (22:45:00 on March 15, 2026), a common time for political figures to release statements intended to shape the news cycle or influence market sentiment immediately upon the opening of global financial markets."
37319,2026-03-16 11:57:00,"Susie Wiles is an incredible Chief of Staff, a great person, and one of the strongest people I know but, unfortunately, she has been diagnosed with early stage breast cancer, and has decided to take on this challenge, IMMEDIATELY, as opposed to waiting. She has a fantastic medical team, and her prognosis is excellent! During the treatment period, she will be spending virtually full time at the White House, which makes me, as President, very happy! Her Strength and her Commitment to continue doin",0,"The post contains no mention of Iran or foreign policy, focusing entirely on a personal health announcement regarding a staff member.",0,The post is not related to diplomatic relations or conflict resolution.,0,The claim regarding the Chief of Staff's health diagnosis was independently confirmed by multiple news organizations and public statements from the individual involved.,0,The content is a personal health disclosure regarding a staff member and does not contain information likely to affect crude oil market fundamentals or trading strategies.,0,"The post was made on a Monday morning to announce a significant staffing and health update, which is standard for such administrative disclosures."
37326,2026-03-16 19:55:00,"NATO long warned of Russian, Chinese threats to Greenland, now rejects Trump’s ownership solution:https://justthenews.com/government/security/nato-long-warned-russian-and-chinese-threats-greenland-now-rejects-trumps",20,"While the post discusses the rejection of the president's controversial proposal to acquire Greenland, it does not explicitly threaten military, sanction-based, or economic action in this specific instance. The escalation resides in the underlying diplomatic friction rather than a new actionable threat.",10,"The post highlights an ongoing rejection by NATO of the president's proposal, indicating continued diplomatic disagreement rather than suggesting steps toward resolution or compromise.",30,"The core claim—that NATO rejects the president's ownership solution—is consistent with reporting on the long-standing dispute. However, the premise that there is a credible, immediate existential threat to Greenland by Russia and China is widely disputed by intelligence assessments cited in international reporting.",25,"While the topic involves geopolitical tension and Arctic security, it is a known, ongoing dispute that has already been priced into diplomatic and security expectations. It is unlikely to trigger a significant shift in global crude oil prices.",40,"The post was made on a Monday (March 16, 2026) during the trading day; however, given the nature of the topic as a recurring diplomatic narrative, it does not appear specifically engineered to manipulate market opening or closing mechanics."
37330,2026-03-17 05:01:00,The US-Israeli strategy against Iran is working. Here is why:https://www.aljazeera.com/opinions/2026/3/16/the-us-israeli-strategy-against-iran-is-working-here-is-why,85,"The post endorses a narrative of successful military strikes (Operation Epic Fury) and the systematic degradation of Iranian military and nuclear infrastructure, signaling support for continued aggressive action. It reinforces the stance that the current military campaign against Iran is achieving its objectives.",5,"The post emphasizes the efficacy of a military campaign rather than pursuing diplomatic solutions, offering no indication of seeking peace talks or reduced tensions.",20,"The post links to a published opinion piece from a legitimate news organization; while the article contains subjective analysis and partisan claims about the war's success, the existence of the source material itself is verified.",90,"The post discusses an active, ongoing military operation ('Operation Epic Fury') impacting a major oil-producing nation, which is highly likely to trigger volatility in crude oil markets due to fears of supply chain disruptions.",75,"Posted at 05:01 AM (likely just before or at the start of US market hours), this timing is strategically calculated to exert maximum influence on investor sentiment and oil futures at the opening of the trading day."
37332,2026-03-17 11:18:00,"The United States has been informed by most of our NATO “Allies” that they don’t want to get involved with our Military Operation against the Terrorist Regime of Iran, in the Middle East, this, despite the fact that almost every Country strongly agreed with what we are doing, and that Iran cannot, in any way, shape, or form, be allowed to have a Nuclear Weapon. I am not surprised by their action, however, because I always considered NATO, where we spend Hundreds of Billions of Dollars per year p",95,"The post adopts a triumphalist tone regarding ongoing military strikes against Iran, framing them as a successful 'decimation' of Iran's military and leadership while signaling an uncompromising stance on nuclear capabilities.",10,"While the post mentions the military operation, it focuses almost entirely on past success and criticism of allies, offering no indication of seeking a diplomatic resolution or peace talks.",85,"While US/Israeli military strikes are occurring, the claim that Iran's navy, air force, and 'leaders at every level' are completely 'gone' is hyperbole that contradicts current reports of ongoing Iranian retaliatory attacks and operational capabilities.",90,"Given the ongoing conflict affecting the Strait of Hormuz and energy prices, a presidential post claiming total military dominance and criticizing allied inaction is highly likely to increase volatility in crude oil markets.",75,"The post was made on a Tuesday morning (11:18 AM), during active market trading hours, which is a frequent window for such posts to influence market sentiment."
37336,2026-03-18 05:20:00,Trump steamrolls over California’s anti-fossil fuel crusade to get oil flowing from offshore rigs:https://justthenews.com/politics-policy/energy/trump-steamrolls-over-californias-anti-fossil-fuel-crusade-get-oil-flowing,15,"While the post is aggressive in domestic policy, it does not explicitly threaten military action, sanctions, or economic harm against Iran.",0,"The post focuses on asserting domestic authority and promoting fossil fuel production, showing no interest in de-escalation.",5,"The claim is based on verifiable executive actions taken by the Trump administration to invoke the Defense Production Act, which is reported in mainstream news.",60,"News regarding increases in domestic oil production capacity can influence market sentiment, although the impact of this specific site's production on global crude prices is likely limited.",40,"The post was made on a Wednesday early morning, which is during active trading hours and could be intended to maximize visibility to market participants."
37338,2026-03-18 07:22:00,"I wonder what would happen if we “finished off” what’s left of the Iranian Terror State, and let the Countries that use it, we don’t, be responsible for the so called “Straight?” That would get some of our non-responsive “Allies” in gear, and fast!!! President DJT",95,The post explicitly suggests 'finishing off' the Iranian state and utilizes aggressive rhetoric to pressure international allies into more active involvement in a high-stakes maritime conflict. It threatens further military or economic consequences by implying a potential withdrawal of the U.S. from its role as a security guarantor in the Strait of Hormuz.,5,"The post shows no intent to negotiate or de-escalate; rather, it amplifies pressure on Iran and criticizes allies for being 'non-responsive,' signaling a preference for continued or intensified confrontation.",20,"While the post is an expression of presidential opinion rather than a factual claim, it references a real geopolitical situation regarding the ongoing closure of the Strait of Hormuz by Iran, which has been widely documented by international media and maritime authorities.",100,"Given the ongoing conflict and the critical role of the Strait of Hormuz in global energy supply, any statement from the U.S. President threatening further military escalation is highly likely to cause immediate, significant volatility in crude oil futures.",85,"The post was made during a period of high-intensity regional conflict where energy markets are extremely sensitive to official U.S. communications; such messages often serve to influence the geopolitical narrative during active, ongoing hostilities."
37339,2026-03-18 08:01:00,"Remember, for all of those absolute “fools” out there, Iran is considered, by everyone, to be the NUMBER ONE STATE SPONSOR OF TERROR. We are rapidly putting them out of business!",95,"The post asserts that the U.S. is 'rapidly putting them out of business' in the context of an ongoing active military conflict, signaling continued aggressive action against the target.",0,"The language is inflammatory and explicitly confirms an intent to continue or intensify the pressure, with no mention of negotiation or reduction of conflict.",20,"While the assertion that Iran is a 'state sponsor of terror' aligns with long-standing U.S. government designations, the claim that it is 'considered, by everyone' to be the number one sponsor is subjective hyperbole; the claim of 'putting them out of business' is a strategic assessment rather than a verifiable fact.",90,"During an ongoing military conflict that has already disrupted regional energy infrastructure and volatile global oil markets, any direct commentary from the U.S. President regarding continued or intensifying actions against Iranian energy/economic interests is highly likely to trigger market reaction.",85,"The post was made on March 18, 2026, during an active, high-stakes military escalation in a vital energy-producing region, making it inherently sensitive to market perception."
37346,2026-03-18 08:35:00,"I wonder what would happen if we “finished off” what’s left of the Iranian Terror State, and let the Countries that use it, we don’t, be responsible for the so called “Strait?” That would get some of our non-responsive “Allies” in gear, and fast!!! President DJT",95,"The post explicitly advocates for ""finishing off"" the Iranian regime and uses inflammatory language that directly threatens the sovereignty and continued existence of the Iranian state. It is framed within the context of active military conflict and a blockade of a critical global maritime chokepoint.",0,"There is no suggestion of diplomacy, negotiation, or de-escalation; the tone is strictly confrontational and dismissive of international allies who might favor a non-military solution.",20,"The post expresses an opinion regarding future hypothetical military actions and geopolitical strategy rather than making a falsifiable claim about past events. While it contains subjective framing, the stated context of active regional conflict is corroborated by reports.",100,"The Strait of Hormuz is one of the world's most critical oil chokepoints, handling roughly 25% of global seaborne oil trade. Any public suggestion by a US President regarding its security or the total destruction of a regional power directly impacting this route is certain to trigger extreme volatility in crude oil markets.",85,"The post was made on a Wednesday morning during active conflict in the region, which is a high-visibility time for market participants. The rhetoric directly challenges international allies and suggests a significant shift in U.S. military posture, likely aimed at influencing global sentiment and market expectations."
37347,2026-03-18 08:43:00,US allies need to get a grip – step up and help open the Strait of Hormuz:https://nypost.com/2026/03/17/opinion/us-allies-germany-the-uk-owe-america-their-help-in-opening-the-strait-of-hormuz/,85,"The post calls for military and diplomatic pressure on Iran to open a closed strategic chokepoint, directly referencing a period of heightened regional conflict. This language promotes the expansion of a U.S.-led coalition against Iranian interests.",5,The post contains no language suggesting peace talks or diplomatic concessions; it demands stronger international alignment to overcome an Iranian blockade.,10,The post reflects a documented geopolitical event (a blockade of the Strait of Hormuz by Iran in March 2026) and accurately describes the content of a published New York Post opinion piece.,95,"The Strait of Hormuz is a critical energy chokepoint; statements by the U.S. President concerning the closure of this route are highly significant to global oil and gas markets, particularly during an ongoing conflict.",70,"Posted on a Wednesday morning during active conflict in the Middle East, such statements are frequently intended to pressure allies and signal policy shifts to international markets during business hours."
37354,2026-03-18 22:05:00,"Israel, out of anger for what has taken place in the Middle East, has violently lashed out at a major facility known as South Pars Gas Field in Iran. A relatively small section of the whole has been hit. The United States knew nothing about this particular attack, and the country of Qatar was in no way, shape, or form, involved with it, nor did it have any idea that it was going to happen. Unfortunately, Iran did not know this, or any of the pertinent facts pertaining to the South Pars attack, a",95,"The post explicitly threatens that the United States will 'massively blow up' a critical Iranian energy asset if Iran continues attacks on Qatar, constituting a direct threat of major military escalation.",20,"While the post calls for no further attacks on the South Pars field by Israel, this is contingent on an 'if' regarding Iran's actions, and the overall message is framed through threats of massive retaliation.",85,"The post contains significant falsehoods, specifically the claim that the United States had no prior knowledge of the Israeli attack, which has been contradicted by reports citing U.S. and Israeli officials confirming coordination.",100,"The post concerns the world's largest gas field and explicitly threatens a massive military attack on critical energy infrastructure, which is highly sensitive information that would immediately impact global oil and natural gas prices.",90,"The post was issued shortly after a major regional escalation involving critical energy infrastructure, directly targeting the information vacuum regarding U.S. involvement and setting market expectations during a period of high volatility."
37355,2026-03-18 22:40:00,Graham tears into European allies over Strait of Hormuz reluctance:https://thehill.com/homenews/senate/5787883-lindsey-graham-trump-european-allies/,75,"The post highlights Senator Graham's demand for European military intervention in the Strait of Hormuz, amplifying rhetoric regarding 'wide and deep' repercussions, which signals a preference for aggressive alignment over diplomatic caution.",10,"The post does not suggest diplomatic engagement or de-escalation; rather, it amplifies pressure on allies to join a military-focused posture in a volatile region.",5,The post links to a legitimate media report from The Hill regarding specific remarks made by Senator Lindsey Graham. The existence and content of the report are independently verifiable.,85,Disruptions or even rhetoric concerning the Strait of Hormuz—a critical artery for global oil transit—are highly likely to trigger volatility in crude oil prices among market participants.,70,"The post was made late in the evening (10:40 PM), potentially impacting early sentiment in Asian markets and positioning volatility for the following day's US trading session."
37356,2026-03-19 08:21:00,"Media, lawmakers downplay threat from the Iran regime, but evidence shows the true scope of danger:https://justthenews.com/government/security/media-and-lawmakers-downplay-threat-iran-regime-public-evidence-shows-true",85,"The post frames Iran as a major, ongoing danger that is being downplayed, which is consistent with the President's rhetoric justifying ongoing military operations during the active war. By emphasizing the 'true scope of danger,' the post reinforces a rationale for continued or expanded military pressure.",5,"The post contains no language suggesting diplomacy, peace talks, or de-escalation; rather, it focuses on highlighting the threat to justify firm policy stances.",30,"The post links to an external news article asserting an argument ('danger is being downplayed') rather than a verifiable singular event, which is a matter of political interpretation and opinion rather than a falsifiable factual claim.",70,"Given the ongoing war and the high volatility of energy markets in March 2026, any commentary from the U.S. President regarding the 'threat' from Iran—a major oil/gas producer—is highly likely to influence market sentiment and energy prices.",60,"Posted at 8:21 AM on a weekday, this timing aligns with the start of the U.S. trading day, maximizing the potential for market reaction to the administration's stance on the conflict."
37359,2026-03-19 10:04:00,MORNING GLORY: Why Trump must finish what he started with Iran’s regime:https://www.foxnews.com/opinion/morning-glory-why-trump-must-finish-what-he-started-irans-regime,95,The post aligns with ongoing rhetoric advocating for the continuation of military action against the Iranian regime to 'finish' the conflict. It serves to reinforce a hawkish stance during a period of active U.S.-led military operations in the region.,5,The post explicitly calls for finishing the campaign rather than pursuing peaceful resolution or de-escalation.,20,"The post links to a published opinion piece from Fox News. While the article expresses an opinion, the underlying context of the conflict and the administration's stated goals are consistent with publicly reported events.",90,"Given that global oil markets are highly sensitive to conflict in the Middle East and the Strait of Hormuz, direct presidential rhetoric calling for the continuation of military operations against Iran is a significant volatility event for crude oil traders.",75,"The post was issued at 10:04 AM on a weekday, during active market hours, which maximizes its potential impact on price discovery and investor sentiment regarding geopolitical risk."
37358,2026-03-19 10:04:00,Khamenei’s Unforced Errors Proved Fatal:https://www.wsj.com/opinion/khameneis-unforced-errors-proved-fatal-635fb5e4,20,"The post links to an opinion piece framing the death of the Iranian leader as a consequence of his own errors, which serves more as political commentary than a direct threat of new military action in this specific instance. However, it maintains a hostile tone toward the deceased leader during an ongoing regional conflict.",0,"The post contains no language suggesting peace talks or a reduction in tensions, focusing instead on the 'fatal' outcome of the adversary's past actions.",0,"The claim that Ali Khamenei's death was fatal is verified by extensive international reporting and Iranian state confirmation of his death on February 28, 2026, making the post factually consistent with widely accepted events.",65,"Given the ongoing war and extreme volatility in global energy markets due to threats against infrastructure, any commentary from the U.S. President regarding Iran's leadership or conflict status is likely to be scrutinized by energy traders.",50,"The post was made on a Thursday morning, during active market hours, at a time when the Middle East conflict was causing significant disruptions to energy supply and price volatility."
37367,2026-03-19 10:05:00,The Left Is Petrified That Trump Will Succeed in Iran and Expose Them As Mind-Twisted Frauds:https://townhall.com/columnists/douglasmackinnon/2026/03/02/the-left-is-petrified-that-trump-will-succeed-in-iran-and-expose-them-as-mind-twisted-frauds-n2672119,65,"The post frames the situation in Iran as an ideological battle between a 'heroic' Trump administration and a 'murderous dictatorship,' reinforcing a context of ongoing military engagement. By sharing rhetoric that disparages domestic political opponents, it emphasizes a hardline stance rather than signaling a shift toward conflict reduction.",10,"The content does not propose diplomacy or de-escalation; rather, it promotes a narrative of necessary military confrontation, notwithstanding real-world reports of tentative or indirect diplomatic efforts occurring simultaneously.",40,"The post is an opinion piece/link and not a direct claim of fact from the former president. While it reflects the aggressive political rhetoric prevalent during this specific conflict period, the characterization of 'The Left' is subjective political opinion, not a verifiable factual claim.",75,"Given the ongoing active conflict in the Middle East and its documented impact on energy markets, any social media communication from a political leader regarding Iran's status can heighten trader sensitivity and volatility, even if the post itself is primarily political messaging.",50,"The post was made during a period of intense military conflict and market instability; while it may be a standard political post, such statements are highly likely to be interpreted by markets as signals of potential future policy directions during an active war."
37375,2026-03-20 09:43:00,"Without the U.S.A., NATO IS A PAPER TIGER! They didn’t want to join the fight to stop a Nuclear Powered Iran. Now that fight is Militarily WON, with very little danger for them, they complain about the high oil prices they are forced to pay, but don’t want to help open the Strait of Hormuz, a simple military maneuver that is the single reason for the high oil prices. So easy for them to do, with so little risk. COWARDS, and we will REMEMBER! President DONALD J. TRUMP",85,"The post publicly pressures NATO allies to engage in military maneuvers to open the Strait of Hormuz and uses aggressive, confrontational rhetoric ('COWARDS', 'will REMEMBER') that signals a readiness for forceful intervention.",10,"While the post mentions that the main conflict is 'militarily won,' its focus is on demanding further military cooperation rather than pursuing diplomatic reconciliation or de-escalation with the involved parties.",70,"The claim that opening the Strait is a 'simple military maneuver' with 'little risk' is contradicted by the widely reported ongoing regional war and high military risk associated with such operations in this context. Furthermore, the framing of the status of the conflict and the necessity of NATO action is highly subjective and disputed by international observers.",95,"Given that the conflict in the Strait of Hormuz has created a global energy crisis and high volatility in oil prices, any direct public comment from the U.S. President threatening or calling for military action in that specific waterway is highly likely to move crude oil markets.",90,The post was made during a period of extreme sensitivity in global oil markets where the Strait of Hormuz is the central geopolitical focal point; any rhetoric regarding its status is intentionally aimed at influencing both allied diplomatic positions and energy market volatility.
37376,2026-03-20 09:56:00,"I met with Hope Scheppelman and her husband Steven, of the Radical Left State of Colorado, to discuss various opportunities to serve our Country in a different capacity than her current run for the United States Congress. Hope and Steven are wonderful and patriotic Veterans of our U.S. Navy, and loyal supporters of our Historic MAKE AMERICA GREAT AGAIN Movement. Therefore, I am proud to announce that they will be leaving the Campaign trail in order to join my Administration, in a capacity to be ",0,"The post concerns domestic U.S. electoral politics and does not mention Iran or any threats of military, economic, or sanction-related action against it.",0,The content is focused on a internal political consolidation within the Republican party in Colorado and contains no references to international relations or peace negotiations.,0,"This post aligns with verified reporting from March 20, 2026, confirming that Donald Trump made this announcement regarding Hope Scheppelman's withdrawal from the race to join his administration and his subsequent re-endorsement of Representative Jeff Hurd.",5,This is a domestic political maneuver regarding a Congressional seat and would not be considered a catalyst for crude oil price movement.,20,"The post was made on a Friday morning (March 20, 2026), which is standard for political announcements; it does not appear to be strategically timed to manipulate financial markets, but rather to influence the political primary cycle."
37378,2026-03-20 17:13:00,"We are getting very close to meeting our objectives as we consider winding down our great Military efforts in the Middle East with respect to the Terrorist Regime of Iran: (1) Completely degrading Iranian Missile Capability, Launchers, and everything else pertaining to them. (2) Destroying Iran’s Defense Industrial Base. (3) Eliminating their Navy and Air Force, including Anti Aircraft Weaponry. (4) Never allowing Iran to get even close to Nuclear Capability, and always being in a position where",95,"The post explicitly lists aggressive military objectives including the destruction of Iran's defense industrial base, navy, and air force, which constitute a declaration of total military dominance.",20,"While the post mentions 'winding down' efforts, this is framed as a result of achieving total military destruction of the adversary, not through diplomatic compromise or peace talks.",30,"The post reflects the stated administrative position as of March 20, 2026, though its claims about the total destruction of Iranian military capabilities have been contested by international observers and Iranian officials.",90,"As the post directly discusses the potential end of military operations in a major oil-producing region and concerns the stability of the Strait of Hormuz, it is highly likely to impact global crude oil market sentiment.",85,"The post was made on a Friday afternoon during a period of heightened geopolitical tension and economic volatility, a common window for market-moving political statements that can impact weekend futures trading."
37380,2026-03-21 11:34:00,"If the Radical Left Democrats don’t immediately sign an agreement to let our Country, in particular, our Airports, be FREE and SAFE again, I will move our brilliant and patriotic ICE Agents to the Airports where they will do Security like no one has ever seen before, including the immediate arrest of all Illegal Immigrants who have come into our Country, with heavy emphasis on those from Somalia, who have totally destroyed, with the approval of a corrupt Governor, Attorney General, and Congressw",20,"The post threatens a significant domestic policy shift and increased surveillance/arrest activity at airports, but it does not threaten military action, sanctions, or economic harm against Iran.",10,"The post is explicitly adversarial toward political opponents and does not suggest peace talks or conflict reduction, focusing instead on internal political leverage.",75,"While the threat to deploy ICE is a real policy stance, the claim that Somali immigrants have 'totally destroyed' Minnesota is a subjective, politically charged assertion lacking factual evidence.",30,"While this could cause localized operational disruptions at airports, a reasonable crude oil trader would not view this as a primary factor affecting global oil markets.",85,"The post was made on a Saturday, appearing to be timed to influence the political and public narrative leading into the start of the next business week."
37381,2026-03-21 12:52:00,"Highly Respected America First Congresswoman, Julia Letlow, of the wonderful State of Louisiana, is a Great Star, has been from the very beginning, and only gets better! Julia is running for the United States Senate in Louisiana, a place I love and WON BIG, six times, including Primaries, in 2016, 2020, and 2024!I know Julia well, have seen her tested at the highest and most difficult levels, and she is a TOTAL WINNER! A Proud Mother of two children, Julia is a wonderful person, has ALWAYS deliv",0,The post is a political endorsement for a U.S. Congressional candidate and contains no mentions of Iran or foreign policy.,0,The post is unrelated to international relations or peace negotiations.,0,The post is a subjective political endorsement. Factual claims about the candidate's campaign and the endorser's support for her are consistent with current political events.,0,"This is a domestic political endorsement with no relevance to energy markets, international trade, or macroeconomic factors that typically affect crude oil prices.",0,The post is a standard political endorsement for an ongoing campaign; it does not align with typical patterns of market-moving economic or geopolitical announcements.
37383,2026-03-21 13:42:00,"The Radical Left Democrats have hurt so many people with their vicious and uncaring ways. What they have done to the Department of Homeland Security, our fantastic TSA Officers, and, most importantly, the great people of our Country, is an absolute disgrace. If the Democrats do not allow for Just and Proper Security at our Airports, and elsewhere throughout our Country, ICE will do the job far better than ever done before! The Fascist Democrats will never protect America, but the Republicans wil",5,The post focuses on domestic political conflict and the potential deployment of ICE within the United States; it does not mention or threaten Iran.,0,"The tone is highly combative and confrontational toward domestic political opponents, showing no intent to reduce tensions.",20,"The post describes the President's own stated intent and plans regarding domestic policy; while the political characterizations are subjective, the core claim about his planned actions regarding ICE and airports is consistent with reported political events of that time.",10,The post concerns domestic political and administrative issues unlikely to have a direct or significant impact on global crude oil prices.,85,"The post was issued on a Saturday, which is a common time for high-profile political figures to attempt to control the news cycle ahead of the upcoming week, although it does not specifically target active trading hours."
37383,2026-03-21 13:42:00,"The Radical Left Democrats have hurt so many people with their vicious and uncaring ways. What they have done to the Department of Homeland Security, our fantastic TSA Officers, and, most importantly, the great people of our Country, is an absolute disgrace. If the Democrats do not allow for Just and Proper Security at our Airports, and elsewhere throughout our Country, ICE will do the job far better than ever done before! The Fascist Democrats will never protect America, but the Republicans wil",10,"The post focuses on domestic policy and political conflict, not international relations; it does not mention Iran, military action, or international sanctions.",0,The post is highly confrontational toward political opponents and expresses no intent for compromise or reduced tensions.,20,The core factual claim regarding the threat to deploy ICE agents to airports in response to a DHS funding deadlock is verified as an accurate report of the President's public stance and stated actions at the time.,25,"While the post reflects domestic political instability which could marginally affect market sentiment, it is not a direct driver of crude oil prices, which are typically influenced by geopolitical tensions in oil-producing regions.",80,"The post was made on a Saturday afternoon during a period of high domestic political tension and government shutdown, likely intended to intensify pressure on political opponents ahead of the next work week."
37386,2026-03-21 18:37:00,"The United States has blown Iran off of the map, and yet their lightweight analyst, David Sanger, says that I haven’t met my own goals. Yes I have, and weeks ahead of schedule! Their leadership is gone, their navy and air force are dead, they have absolutely no defense, and they want to make a deal. I don’t! We are weeks ahead of schedule. Just like their incompetent Election coverage of me, The Failing New York Times always gets it wrong! President DJT",95,"The post uses extreme, inflammatory rhetoric describing the destruction of a sovereign nation ('blown Iran off of the map') and declares that the U.S. does not want a deal, signaling a continuation or intensification of current military hostilities.",5,"While the post mentions that Iran 'wants to make a deal,' the President explicitly rejects this possibility, characterizing it as a victory of military force rather than a path toward diplomatic resolution.",90,"The claim that Iran has been 'blown off the map' and that they have 'absolutely no defense' is hyperbolic and factually contradicted by ongoing reports of continued Iranian retaliation, strikes on U.S.-allied interests, and the existence of an active, ongoing conflict.",95,"Given the ongoing war and the critical importance of the Strait of Hormuz to global oil supply, assertions of total military victory and the rejection of diplomacy are highly likely to induce volatility in crude oil prices.",85,"The post was made on a Saturday (March 21, 2026), a time often chosen by political actors to influence market sentiment ahead of Monday's market open during periods of geopolitical instability."
37387,2026-03-21 19:44:00,"If Iran doesn’t FULLY OPEN, WITHOUT THREAT, the Strait of Hormuz, within 48 HOURS from this exact point in time, the United States of America will hit and obliterate their various POWER PLANTS, STARTING WITH THE BIGGEST ONE FIRST! Thank you for your attention to this matter. President DONALD J. TRUMP",100,"The post explicitly threatens to 'hit and obliterate' Iranian power plants with a 48-hour deadline, constituting a direct threat of major military action.",0,"The post contains no language suggesting negotiation, compromise, or peace, instead focusing entirely on an ultimatum and threat of force.",0,"This post is a documented statement issued by President Donald Trump on March 21, 2026, confirmed by extensive media coverage of the ongoing Iran-U.S. conflict.",100,"The Strait of Hormuz is a critical global energy chokepoint; a direct military threat to Iranian energy infrastructure would predictably cause immediate, significant volatility in global crude oil prices.",90,"Issued on a Saturday (March 21, 2026), this timing is classic for creating tension ahead of the global market opening on Monday, maximizing the impact on energy market sentiment."
37398,2026-03-22 08:24:00,"Now with the death of Iran, the greatest enemy America has is the Radical Left, Highly Incompetent, Democrat Party! Thank you for your attention to this matter. President DJT",85,"The post asserts the 'death of Iran' and comes amidst an active military conflict where the U.S. has issued ultimatums to bomb Iranian power plants. It frames the situation in existential, hyperbolic terms that reinforce a posture of total military confrontation.",5,"While other communication channels mentioned potential talks, this specific post focuses on the 'death' of the adversary and redirects hostility toward domestic political opponents, showing no intent for diplomatic de-escalation.",90,"The claim that 'Iran is dead' is factually incorrect, as Iran remains a functioning sovereign state with active military and political leadership, despite suffering significant damage from the ongoing war.",95,"Oil markets are highly sensitive to rhetoric concerning the Strait of Hormuz and major energy-producing nations during wartime; a claim of 'death' regarding Iran, a key oil exporter, would be viewed as a major geopolitical shock.",70,"The post was made on a Sunday morning, often a time for political signaling that precedes market activity; combined with the ongoing war in the region, such rhetoric is highly likely to influence pre-market trading sentiment."
37408,2026-03-23 07:05:00,"I AM PLEASE TO REPORT THAT THE UNITED STATES OF AMERICA, AND THE COUNTRY OF IRAN, HAVE HAD, OVER THE LAST TWO DAYS, VERY GOOD AND PRODUCTIVE CONVERSATIONS REGARDING A COMPLETE AND TOTAL RESOLUTION OF OUR HOSTILITIES IN THE MIDDLE EAST. BASED ON THE TENOR AND TONE OF THESE IN DEPTH, DETAILED, AND CONSTRUCTIVE CONVERSATIONS, WITCH WILL CONTINUE THROUGHOUT THE WEEK, I HAVE INSTRUCTED THE DEPARTMENT OF WAR TO POSTPONE ANY AND ALL MILITARY STRIKES AGAINST IRANIAN POWER PLANTS AND ENERGY INFRASTRUCTUR",60,"While the post announces a temporary postponement of strikes, it explicitly confirms the intent to target Iranian power plants and energy infrastructure if ongoing negotiations fail. The underlying premise remains a threat of military action.",75,"The post aims to pause immediate military conflict by citing productive, ongoing conversations as the basis for suspending strikes against Iranian infrastructure. It indicates a preference for a negotiated resolution over immediate military escalation.",0,"This post is a documented communication from President Donald Trump during his second term, consistent with reported events regarding U.S.-Iran negotiations in March 2026. Multiple media outlets have verified the release and content of this specific message.",95,As the post directly impacts the risk of military action against Iranian energy infrastructure—critical to global oil supply—crude oil traders would view this as a high-impact development. Such announcements historically lead to immediate volatility in energy markets.,85,"The post was issued early Monday morning, immediately following weekend developments and threats, positioning it to set the tone for market opening and react to active geopolitical tension."
